_id,type,model
ObjectId(672b02ca9963410e8a06d716),smart phone,platina
ObjectId(672b02ca9963410e8a06d717),smart phone,xm23
ObjectId(672b02ca9963410e8a06d718),smart phone,c3
ObjectId(672b02ca9963410e8a06d719),smart phone,bn20
ObjectId(672b02ca9963410e8a06d71a),smart phone,platina
ObjectId(672b02ca9963410e8a06d71b),smart phone,pk2
ObjectId(672b02ca9963410e8a06d71c),smart phone,cz
ObjectId(672b02ca9963410e8a06d71d),smart phone,c12
ObjectId(672b02ca9963410e8a06d71e),smart phone,k9
ObjectId(672b02ca9963410e8a06d71f),smart phone,platina
ObjectId(672b02ca9963410e8a06d720),smart phone,bn20
ObjectId(672b02ca9963410e8a06d721),smart phone,xm23
ObjectId(672b02ca9963410e8a06d722),smart phone,pk2
ObjectId(672b02ca9963410e8a06d723),smart phone,c3
ObjectId(672b02ca9963410e8a06d724),smart phone,k9
ObjectId(672b02ca9963410e8a06d725),smart phone,bn20
ObjectId(672b02ca9963410e8a06d726),smart phone,xm23
ObjectId(672b02ca9963410e8a06d727),smart phone,cz
ObjectId(672b02ca9963410e8a06d728),smart phone,k9
ObjectId(672b02ca9963410e8a06d729),laptop,c6
ObjectId(672b02ca9963410e8a06d72a),laptop,qw2
ObjectId(672b02ca9963410e8a06d72b),laptop,ay9
ObjectId(672b02ca9963410e8a06d72c),laptop,k12
ObjectId(672b02ca9963410e8a06d72d),laptop,zeta
ObjectId(672b02ca9963410e8a06d72e),laptop,zeta
ObjectId(672b02ca9963410e8a06d72f),laptop,qw2
ObjectId(672b02ca9963410e8a06d730),laptop,zeta
ObjectId(672b02ca9963410e8a06d731),laptop,ki2
ObjectId(672b02ca9963410e8a06d732),laptop,jl3
ObjectId(672b02ca9963410e8a06d733),smart phone,c12
ObjectId(672b02ca9963410e8a06d734),smart phone,c3
ObjectId(672b02ca9963410e8a06d735),smart phone,pk2
ObjectId(672b02ca9963410e8a06d736),laptop,ay9
ObjectId(672b02ca9963410e8a06d737),laptop,ki2
ObjectId(672b02ca9963410e8a06d738),laptop,k12
ObjectId(672b02ca9963410e8a06d739),laptop,j3
ObjectId(672b02ca9963410e8a06d73a),laptop,ki2
ObjectId(672b02ca9963410e8a06d73b),laptop,jl3
ObjectId(672b02ca9963410e8a06d73c),laptop,ay9
ObjectId(672b02ca9963410e8a06d73d),laptop,kz
ObjectId(672b02ca9963410e8a06d73e),laptop,ki2
ObjectId(672b02ca9963410e8a06d73f),laptop,ki2
ObjectId(672b02ca9963410e8a06d740),laptop,kz
ObjectId(672b02ca9963410e8a06d741),laptop,qw2
ObjectId(672b02ca9963410e8a06d742),laptop,c6
ObjectId(672b02ca9963410e8a06d743),laptop,ay9
ObjectId(672b02ca9963410e8a06d744),laptop,j3
ObjectId(672b02ca9963410e8a06d745),laptop,qw2
ObjectId(672b02ca9963410e8a06d746),laptop,c6
ObjectId(672b02ca9963410e8a06d747),smart phone,cz
ObjectId(672b02ca9963410e8a06d748),laptop,jl3
ObjectId(672b02ca9963410e8a06d749),laptop,qw2
ObjectId(672b02ca9963410e8a06d74a),laptop,jl3
ObjectId(672b02ca9963410e8a06d74b),smart phone,c12
ObjectId(672b02ca9963410e8a06d74c),laptop,qw2
ObjectId(672b02ca9963410e8a06d74d),laptop,k12
ObjectId(672b02ca9963410e8a06d74e),laptop,k12
ObjectId(672b02ca9963410e8a06d74f),laptop,k12
ObjectId(672b02ca9963410e8a06d750),laptop,c6
ObjectId(672b02ca9963410e8a06d751),laptop,k12
ObjectId(672b02ca9963410e8a06d752),laptop,qw2
ObjectId(672b02ca9963410e8a06d753),laptop,zeta
ObjectId(672b02ca9963410e8a06d754),laptop,k12
ObjectId(672b02ca9963410e8a06d755),laptop,jl3
ObjectId(672b02ca9963410e8a06d756),laptop,j3
ObjectId(672b02ca9963410e8a06d757),laptop,kz
ObjectId(672b02ca9963410e8a06d758),laptop,jl3
ObjectId(672b02ca9963410e8a06d759),laptop,zeta
ObjectId(672b02ca9963410e8a06d75a),laptop,k12
ObjectId(672b02ca9963410e8a06d75b),laptop,zeta
ObjectId(672b02ca9963410e8a06d75c),laptop,ay9
ObjectId(672b02ca9963410e8a06d75d),laptop,jl3
ObjectId(672b02ca9963410e8a06d75e),laptop,zeta
ObjectId(672b02ca9963410e8a06d75f),laptop,k12
ObjectId(672b02ca9963410e8a06d760),laptop,ay9
ObjectId(672b02ca9963410e8a06d761),laptop,kz
ObjectId(672b02ca9963410e8a06d762),laptop,ki2
ObjectId(672b02ca9963410e8a06d763),laptop,ay9
ObjectId(672b02ca9963410e8a06d764),laptop,k12
ObjectId(672b02ca9963410e8a06d765),laptop,ki2
ObjectId(672b02ca9963410e8a06d766),laptop,kz
ObjectId(672b02ca9963410e8a06d767),laptop,j3
ObjectId(672b02ca9963410e8a06d768),laptop,kz
ObjectId(672b02ca9963410e8a06d769),laptop,j3
ObjectId(672b02ca9963410e8a06d76a),laptop,ay9
ObjectId(672b02ca9963410e8a06d76b),laptop,qw2
ObjectId(672b02ca9963410e8a06d76c),laptop,qw2
ObjectId(672b02ca9963410e8a06d76d),laptop,ay9
ObjectId(672b02ca9963410e8a06d76e),laptop,j3
ObjectId(672b02ca9963410e8a06d76f),laptop,kz
ObjectId(672b02ca9963410e8a06d770),laptop,qw2
ObjectId(672b02ca9963410e8a06d771),laptop,c6
ObjectId(672b02ca9963410e8a06d772),laptop,ay9
ObjectId(672b02ca9963410e8a06d773),laptop,j3
ObjectId(672b02ca9963410e8a06d774),laptop,qw2
ObjectId(672b02ca9963410e8a06d775),laptop,ay9
ObjectId(672b02ca9963410e8a06d776),laptop,k12
ObjectId(672b02ca9963410e8a06d777),laptop,qw2
ObjectId(672b02ca9963410e8a06d778),laptop,zeta
ObjectId(672b02ca9963410e8a06d779),laptop,kz
ObjectId(672b02ca9963410e8a06d77a),laptop,zeta
ObjectId(672b02ca9963410e8a06d77b),laptop,qw2
ObjectId(672b02ca9963410e8a06d77c),laptop,jl3
ObjectId(672b02ca9963410e8a06d77d),laptop,qw2
ObjectId(672b02ca9963410e8a06d77e),laptop,j3
ObjectId(672b02ca9963410e8a06d77f),laptop,k12
ObjectId(672b02ca9963410e8a06d780),laptop,ki2
ObjectId(672b02ca9963410e8a06d781),laptop,ki2
ObjectId(672b02ca9963410e8a06d782),laptop,k12
ObjectId(672b02ca9963410e8a06d783),laptop,kz
ObjectId(672b02ca9963410e8a06d784),laptop,k12
ObjectId(672b02ca9963410e8a06d785),laptop,k12
ObjectId(672b02ca9963410e8a06d786),laptop,k12
ObjectId(672b02ca9963410e8a06d787),laptop,ay9
ObjectId(672b02ca9963410e8a06d788),laptop,kz
ObjectId(672b02ca9963410e8a06d789),laptop,k12
ObjectId(672b02ca9963410e8a06d78a),laptop,ki2
ObjectId(672b02ca9963410e8a06d78b),laptop,ki2
ObjectId(672b02ca9963410e8a06d78c),laptop,qw2
ObjectId(672b02ca9963410e8a06d78d),laptop,c6
ObjectId(672b02ca9963410e8a06d78e),laptop,k12
ObjectId(672b02ca9963410e8a06d78f),laptop,kz
ObjectId(672b02ca9963410e8a06d790),laptop,k12
ObjectId(672b02ca9963410e8a06d791),laptop,jl3
ObjectId(672b02ca9963410e8a06d792),laptop,ay9
ObjectId(672b02ca9963410e8a06d793),laptop,ay9
ObjectId(672b02ca9963410e8a06d794),laptop,j3
ObjectId(672b02ca9963410e8a06d795),laptop,c6
ObjectId(672b02ca9963410e8a06d796),laptop,kz
ObjectId(672b02ca9963410e8a06d797),laptop,j3
ObjectId(672b02ca9963410e8a06d798),laptop,kz
ObjectId(672b02ca9963410e8a06d799),laptop,ay9
ObjectId(672b02ca9963410e8a06d79a),laptop,kz
ObjectId(672b02ca9963410e8a06d79b),laptop,ay9
ObjectId(672b02ca9963410e8a06d79c),laptop,j3
ObjectId(672b02ca9963410e8a06d79d),laptop,qw2
ObjectId(672b02ca9963410e8a06d79e),laptop,c6
ObjectId(672b02ca9963410e8a06d79f),laptop,ki2
ObjectId(672b02ca9963410e8a06d7a0),laptop,c6
ObjectId(672b02ca9963410e8a06d7a1),laptop,ay9
ObjectId(672b02ca9963410e8a06d7a2),laptop,c6
ObjectId(672b02ca9963410e8a06d7a3),laptop,zeta
ObjectId(672b02ca9963410e8a06d7a4),laptop,c6
ObjectId(672b02ca9963410e8a06d7a5),laptop,ki2
ObjectId(672b02ca9963410e8a06d7a6),laptop,k12
ObjectId(672b02ca9963410e8a06d7a7),laptop,c6
ObjectId(672b02ca9963410e8a06d7a8),laptop,ki2
ObjectId(672b02ca9963410e8a06d7a9),laptop,kz
ObjectId(672b02ca9963410e8a06d7aa),laptop,ki2
ObjectId(672b02ca9963410e8a06d7ab),laptop,k12
ObjectId(672b02ca9963410e8a06d7ac),laptop,k12
ObjectId(672b02ca9963410e8a06d7ad),laptop,kz
ObjectId(672b02ca9963410e8a06d7ae),laptop,qw2
ObjectId(672b02ca9963410e8a06d7af),laptop,j3
ObjectId(672b02ca9963410e8a06d7b0),laptop,k12
ObjectId(672b02ca9963410e8a06d7b1),laptop,kz
ObjectId(672b02ca9963410e8a06d7b2),laptop,kz
ObjectId(672b02ca9963410e8a06d7b3),laptop,ki2
ObjectId(672b02ca9963410e8a06d7b4),laptop,zeta
ObjectId(672b02ca9963410e8a06d7b5),laptop,ki2
ObjectId(672b02ca9963410e8a06d7b6),laptop,ki2
ObjectId(672b02ca9963410e8a06d7b7),laptop,ay9
ObjectId(672b02ca9963410e8a06d7b8),laptop,jl3
ObjectId(672b02ca9963410e8a06d7b9),laptop,k12
ObjectId(672b02ca9963410e8a06d7ba),laptop,k12
ObjectId(672b02ca9963410e8a06d7bb),laptop,ki2
ObjectId(672b02ca9963410e8a06d7bc),laptop,zeta
ObjectId(672b02ca9963410e8a06d7bd),laptop,qw2
ObjectId(672b02ca9963410e8a06d7be),laptop,j3
ObjectId(672b02ca9963410e8a06d7bf),laptop,kz
ObjectId(672b02ca9963410e8a06d7c0),laptop,ay9
ObjectId(672b02ca9963410e8a06d7c1),laptop,k12
ObjectId(672b02ca9963410e8a06d7c2),laptop,kz
ObjectId(672b02ca9963410e8a06d7c3),laptop,ay9
ObjectId(672b02ca9963410e8a06d7c4),laptop,c6
ObjectId(672b02ca9963410e8a06d7c5),laptop,ay9
ObjectId(672b02ca9963410e8a06d7c6),laptop,zeta
ObjectId(672b02ca9963410e8a06d7c7),laptop,ay9
ObjectId(672b02ca9963410e8a06d7c8),laptop,ki2
ObjectId(672b02ca9963410e8a06d7c9),laptop,qw2
ObjectId(672b02ca9963410e8a06d7ca),laptop,jl3
ObjectId(672b02ca9963410e8a06d7cb),laptop,ki2
ObjectId(672b02ca9963410e8a06d7cc),laptop,k12
ObjectId(672b02ca9963410e8a06d7cd),laptop,zeta
ObjectId(672b02ca9963410e8a06d7ce),laptop,jl3
ObjectId(672b02ca9963410e8a06d7cf),laptop,c6
ObjectId(672b02ca9963410e8a06d7d0),laptop,ki2
ObjectId(672b02ca9963410e8a06d7d1),laptop,qw2
ObjectId(672b02ca9963410e8a06d7d2),laptop,jl3
ObjectId(672b02ca9963410e8a06d7d3),laptop,ay9
ObjectId(672b02ca9963410e8a06d7d4),laptop,jl3
ObjectId(672b02ca9963410e8a06d7d5),laptop,c6
ObjectId(672b02ca9963410e8a06d7d6),laptop,ay9
ObjectId(672b02ca9963410e8a06d7d7),laptop,zeta
ObjectId(672b02ca9963410e8a06d7d8),laptop,jl3
ObjectId(672b02ca9963410e8a06d7d9),laptop,zeta
ObjectId(672b02ca9963410e8a06d7da),laptop,k12
ObjectId(672b02ca9963410e8a06d7db),laptop,zeta
ObjectId(672b02ca9963410e8a06d7dc),laptop,ay9
ObjectId(672b02ca9963410e8a06d7dd),laptop,ki2
ObjectId(672b02ca9963410e8a06d7de),laptop,jl3
ObjectId(672b02ca9963410e8a06d7df),laptop,kz
ObjectId(672b02ca9963410e8a06d7e0),laptop,j3
ObjectId(672b02ca9963410e8a06d7e1),laptop,qw2
ObjectId(672b02ca9963410e8a06d7e2),laptop,ay9
ObjectId(672b02ca9963410e8a06d7e3),laptop,jl3
ObjectId(672b02ca9963410e8a06d7e4),laptop,ay9
ObjectId(672b02ca9963410e8a06d7e5),laptop,zeta
ObjectId(672b02ca9963410e8a06d7e6),laptop,ay9
ObjectId(672b02ca9963410e8a06d7e7),laptop,kz
ObjectId(672b02ca9963410e8a06d7e8),laptop,qw2
ObjectId(672b02ca9963410e8a06d7e9),laptop,c6
ObjectId(672b02ca9963410e8a06d7ea),laptop,ki2
ObjectId(672b02ca9963410e8a06d7eb),laptop,qw2
ObjectId(672b02ca9963410e8a06d7ec),laptop,kz
ObjectId(672b02ca9963410e8a06d7ed),laptop,c6
ObjectId(672b02ca9963410e8a06d7ee),laptop,kz
ObjectId(672b02ca9963410e8a06d7ef),laptop,c6
ObjectId(672b02ca9963410e8a06d7f0),laptop,jl3
ObjectId(672b02ca9963410e8a06d7f1),laptop,ay9
ObjectId(672b02ca9963410e8a06d7f2),laptop,j3
ObjectId(672b02ca9963410e8a06d7f3),laptop,k12
ObjectId(672b02ca9963410e8a06d7f4),laptop,jl3
ObjectId(672b02ca9963410e8a06d7f5),laptop,ki2
ObjectId(672b02ca9963410e8a06d7f6),laptop,ki2
ObjectId(672b02ca9963410e8a06d7f7),laptop,kz
ObjectId(672b02ca9963410e8a06d7f8),laptop,c6
ObjectId(672b02ca9963410e8a06d7f9),laptop,kz
ObjectId(672b02ca9963410e8a06d7fa),laptop,zeta
ObjectId(672b02ca9963410e8a06d7fb),laptop,kz
ObjectId(672b02ca9963410e8a06d7fc),laptop,ki2
ObjectId(672b02ca9963410e8a06d7fd),laptop,c6
ObjectId(672b02ca9963410e8a06d7fe),laptop,ay9
ObjectId(672b02ca9963410e8a06d7ff),laptop,jl3
ObjectId(672b02ca9963410e8a06d800),laptop,k12
ObjectId(672b02ca9963410e8a06d801),laptop,j3
ObjectId(672b02ca9963410e8a06d802),laptop,zeta
ObjectId(672b02ca9963410e8a06d803),laptop,j3
ObjectId(672b02ca9963410e8a06d804),laptop,qw2
ObjectId(672b02ca9963410e8a06d805),laptop,k12
ObjectId(672b02ca9963410e8a06d806),laptop,ki2
ObjectId(672b02ca9963410e8a06d807),laptop,c6
ObjectId(672b02ca9963410e8a06d808),laptop,j3
ObjectId(672b02ca9963410e8a06d809),laptop,ki2
ObjectId(672b02ca9963410e8a06d80a),laptop,zeta
ObjectId(672b02ca9963410e8a06d80b),laptop,jl3
ObjectId(672b02ca9963410e8a06d80c),laptop,kz
ObjectId(672b02ca9963410e8a06d80d),laptop,c6
ObjectId(672b02ca9963410e8a06d80e),laptop,jl3
ObjectId(672b02ca9963410e8a06d80f),laptop,ki2
ObjectId(672b02ca9963410e8a06d810),laptop,k12
ObjectId(672b02ca9963410e8a06d811),laptop,jl3
ObjectId(672b02ca9963410e8a06d812),laptop,c6
ObjectId(672b02ca9963410e8a06d813),laptop,ay9
ObjectId(672b02ca9963410e8a06d814),laptop,zeta
ObjectId(672b02ca9963410e8a06d815),laptop,kz
ObjectId(672b02ca9963410e8a06d816),laptop,jl3
ObjectId(672b02ca9963410e8a06d817),laptop,c6
ObjectId(672b02ca9963410e8a06d818),laptop,jl3
ObjectId(672b02ca9963410e8a06d819),laptop,j3
ObjectId(672b02ca9963410e8a06d81a),laptop,j3
ObjectId(672b02ca9963410e8a06d81b),laptop,ay9
ObjectId(672b02ca9963410e8a06d81c),laptop,kz
ObjectId(672b02ca9963410e8a06d81d),laptop,c6
ObjectId(672b02ca9963410e8a06d81e),laptop,j3
ObjectId(672b02ca9963410e8a06d81f),laptop,jl3
ObjectId(672b02ca9963410e8a06d820),laptop,ay9
ObjectId(672b02ca9963410e8a06d821),laptop,j3
ObjectId(672b02ca9963410e8a06d822),laptop,c6
ObjectId(672b02ca9963410e8a06d823),laptop,ay9
ObjectId(672b02ca9963410e8a06d824),laptop,j3
ObjectId(672b02ca9963410e8a06d825),laptop,qw2
ObjectId(672b02ca9963410e8a06d826),laptop,zeta
ObjectId(672b02ca9963410e8a06d827),laptop,ki2
ObjectId(672b02ca9963410e8a06d828),laptop,kz
ObjectId(672b02ca9963410e8a06d829),laptop,j3
ObjectId(672b02ca9963410e8a06d82a),laptop,zeta
ObjectId(672b02ca9963410e8a06d82b),laptop,c6
ObjectId(672b02ca9963410e8a06d82c),laptop,kz
ObjectId(672b02ca9963410e8a06d82d),laptop,ki2
ObjectId(672b02ca9963410e8a06d82e),laptop,ay9
ObjectId(672b02ca9963410e8a06d82f),laptop,c6
ObjectId(672b02ca9963410e8a06d830),laptop,ay9
ObjectId(672b02ca9963410e8a06d831),laptop,k12
ObjectId(672b02ca9963410e8a06d832),laptop,j3
ObjectId(672b02ca9963410e8a06d833),laptop,ki2
ObjectId(672b02ca9963410e8a06d834),laptop,kz
ObjectId(672b02ca9963410e8a06d835),laptop,c6
ObjectId(672b02ca9963410e8a06d836),laptop,kz
ObjectId(672b02ca9963410e8a06d837),laptop,jl3
ObjectId(672b02ca9963410e8a06d838),laptop,k12
ObjectId(672b02ca9963410e8a06d839),laptop,k12
ObjectId(672b02ca9963410e8a06d83a),laptop,kz
ObjectId(672b02ca9963410e8a06d83b),laptop,qw2
ObjectId(672b02ca9963410e8a06d83c),laptop,qw2
ObjectId(672b02ca9963410e8a06d83d),laptop,kz
ObjectId(672b02ca9963410e8a06d83e),laptop,zeta
ObjectId(672b02ca9963410e8a06d83f),laptop,qw2
ObjectId(672b02ca9963410e8a06d840),laptop,ki2
ObjectId(672b02ca9963410e8a06d841),laptop,zeta
ObjectId(672b02ca9963410e8a06d842),laptop,qw2
ObjectId(672b02ca9963410e8a06d843),laptop,jl3
ObjectId(672b02ca9963410e8a06d844),laptop,qw2
ObjectId(672b02ca9963410e8a06d845),laptop,c6
ObjectId(672b02ca9963410e8a06d846),laptop,k12
ObjectId(672b02ca9963410e8a06d847),laptop,j3
ObjectId(672b02ca9963410e8a06d848),laptop,jl3
ObjectId(672b02ca9963410e8a06d849),laptop,zeta
ObjectId(672b02ca9963410e8a06d84a),laptop,kz
ObjectId(672b02ca9963410e8a06d84b),laptop,j3
ObjectId(672b02ca9963410e8a06d84c),laptop,c6
ObjectId(672b02ca9963410e8a06d84d),laptop,ay9
ObjectId(672b02ca9963410e8a06d84e),laptop,j3
ObjectId(672b02ca9963410e8a06d84f),laptop,zeta
ObjectId(672b02ca9963410e8a06d850),laptop,j3
ObjectId(672b02ca9963410e8a06d851),laptop,ki2
ObjectId(672b02ca9963410e8a06d852),laptop,qw2
ObjectId(672b02ca9963410e8a06d853),laptop,c6
ObjectId(672b02ca9963410e8a06d854),laptop,c6
ObjectId(672b02ca9963410e8a06d855),laptop,c6
ObjectId(672b02ca9963410e8a06d856),laptop,qw2
ObjectId(672b02ca9963410e8a06d857),laptop,zeta
ObjectId(672b02ca9963410e8a06d858),laptop,c6
ObjectId(672b02ca9963410e8a06d859),laptop,ay9
ObjectId(672b02ca9963410e8a06d85a),laptop,k12
ObjectId(672b02ca9963410e8a06d85b),laptop,zeta
ObjectId(672b02ca9963410e8a06d85c),laptop,ki2
ObjectId(672b02ca9963410e8a06d85d),laptop,qw2
ObjectId(672b02ca9963410e8a06d85e),laptop,qw2
ObjectId(672b02ca9963410e8a06d85f),laptop,jl3
ObjectId(672b02ca9963410e8a06d860),laptop,ki2
ObjectId(672b02ca9963410e8a06d861),laptop,ay9
ObjectId(672b02ca9963410e8a06d862),laptop,c6
ObjectId(672b02ca9963410e8a06d863),laptop,jl3
ObjectId(672b02ca9963410e8a06d864),laptop,k12
ObjectId(672b02ca9963410e8a06d865),laptop,ki2
ObjectId(672b02ca9963410e8a06d866),laptop,ay9
ObjectId(672b02ca9963410e8a06d867),laptop,j3
ObjectId(672b02ca9963410e8a06d868),laptop,qw2
ObjectId(672b02ca9963410e8a06d869),laptop,k12
ObjectId(672b02ca9963410e8a06d86a),laptop,c6
ObjectId(672b02ca9963410e8a06d86b),laptop,qw2
ObjectId(672b02ca9963410e8a06d86c),laptop,j3
ObjectId(672b02ca9963410e8a06d86d),laptop,c6
ObjectId(672b02ca9963410e8a06d86e),laptop,jl3
ObjectId(672b02ca9963410e8a06d86f),laptop,ki2
ObjectId(672b02ca9963410e8a06d870),laptop,ki2
ObjectId(672b02ca9963410e8a06d871),laptop,k12
ObjectId(672b02ca9963410e8a06d872),laptop,ki2
ObjectId(672b02ca9963410e8a06d873),laptop,jl3
ObjectId(672b02ca9963410e8a06d874),laptop,jl3
ObjectId(672b02ca9963410e8a06d875),laptop,qw2
ObjectId(672b02ca9963410e8a06d876),laptop,j3
ObjectId(672b02ca9963410e8a06d877),laptop,kz
ObjectId(672b02ca9963410e8a06d878),laptop,k12
ObjectId(672b02ca9963410e8a06d879),laptop,jl3
ObjectId(672b02ca9963410e8a06d87a),laptop,zeta
ObjectId(672b02ca9963410e8a06d87b),laptop,qw2
ObjectId(672b02ca9963410e8a06d87c),laptop,jl3
ObjectId(672b02ca9963410e8a06d87d),laptop,jl3
ObjectId(672b02ca9963410e8a06d87e),laptop,qw2
ObjectId(672b02ca9963410e8a06d87f),laptop,jl3
ObjectId(672b02ca9963410e8a06d880),laptop,zeta
ObjectId(672b02ca9963410e8a06d881),laptop,zeta
ObjectId(672b02ca9963410e8a06d882),laptop,k12
ObjectId(672b02ca9963410e8a06d883),laptop,c6
ObjectId(672b02ca9963410e8a06d884),laptop,ay9
ObjectId(672b02ca9963410e8a06d885),laptop,j3
ObjectId(672b02ca9963410e8a06d886),laptop,j3
ObjectId(672b02ca9963410e8a06d887),laptop,kz
ObjectId(672b02ca9963410e8a06d888),laptop,zeta
ObjectId(672b02ca9963410e8a06d889),laptop,zeta
ObjectId(672b02ca9963410e8a06d88a),laptop,jl3
ObjectId(672b02ca9963410e8a06d88b),laptop,k12
ObjectId(672b02ca9963410e8a06d88c),laptop,j3
ObjectId(672b02ca9963410e8a06d88d),laptop,zeta
ObjectId(672b02ca9963410e8a06d88e),laptop,jl3
ObjectId(672b02ca9963410e8a06d88f),laptop,k12
ObjectId(672b02ca9963410e8a06d890),laptop,j3
ObjectId(672b02ca9963410e8a06d891),laptop,ki2
ObjectId(672b02ca9963410e8a06d892),laptop,zeta
ObjectId(672b02ca9963410e8a06d893),laptop,jl3
ObjectId(672b02ca9963410e8a06d894),laptop,ki2
ObjectId(672b02ca9963410e8a06d895),laptop,jl3
ObjectId(672b02ca9963410e8a06d896),laptop,c6
ObjectId(672b02ca9963410e8a06d897),laptop,j3
ObjectId(672b02ca9963410e8a06d898),laptop,ki2
ObjectId(672b02ca9963410e8a06d899),laptop,jl3
ObjectId(672b02ca9963410e8a06d89a),laptop,ay9
ObjectId(672b02ca9963410e8a06d89b),laptop,qw2
ObjectId(672b02ca9963410e8a06d89c),laptop,kz
ObjectId(672b02ca9963410e8a06d89d),laptop,ki2
ObjectId(672b02ca9963410e8a06d89e),laptop,qw2
ObjectId(672b02ca9963410e8a06d89f),laptop,ay9
ObjectId(672b02ca9963410e8a06d8a0),laptop,j3
ObjectId(672b02ca9963410e8a06d8a1),laptop,kz
ObjectId(672b02ca9963410e8a06d8a2),laptop,j3
ObjectId(672b02ca9963410e8a06d8a3),laptop,zeta
ObjectId(672b02ca9963410e8a06d8a4),laptop,j3
ObjectId(672b02ca9963410e8a06d8a5),laptop,k12
ObjectId(672b02ca9963410e8a06d8a6),laptop,c6
ObjectId(672b02ca9963410e8a06d8a7),laptop,zeta
ObjectId(672b02ca9963410e8a06d8a8),laptop,kz
ObjectId(672b02ca9963410e8a06d8a9),laptop,j3
ObjectId(672b02ca9963410e8a06d8aa),laptop,zeta
ObjectId(672b02ca9963410e8a06d8ab),laptop,j3
ObjectId(672b02ca9963410e8a06d8ac),laptop,ay9
ObjectId(672b02ca9963410e8a06d8ad),laptop,j3
ObjectId(672b02ca9963410e8a06d8ae),laptop,ay9
ObjectId(672b02ca9963410e8a06d8af),laptop,c6
ObjectId(672b02ca9963410e8a06d8b0),television,k20
ObjectId(672b02ca9963410e8a06d8b1),television,jk23
ObjectId(672b02ca9963410e8a06d8b2),television,jk23
ObjectId(672b02ca9963410e8a06d8b3),television,ss2
ObjectId(672b02ca9963410e8a06d8b4),television,jk23
ObjectId(672b02ca9963410e8a06d8b5),laptop,zeta
ObjectId(672b02ca9963410e8a06d8b6),television,k20
ObjectId(672b02ca9963410e8a06d8b7),television,jk23
ObjectId(672b02ca9963410e8a06d8b8),television,dj1
ObjectId(672b02ca9963410e8a06d8b9),television,boom
ObjectId(672b02ca9963410e8a06d8ba),television,ss2
ObjectId(672b02ca9963410e8a06d8bb),television,k20
ObjectId(672b02ca9963410e8a06d8bc),television,jk23
ObjectId(672b02ca9963410e8a06d8bd),television,boom
ObjectId(672b02ca9963410e8a06d8be),laptop,qw2
ObjectId(672b02ca9963410e8a06d8bf),television,boom
ObjectId(672b02ca9963410e8a06d8c0),television,k20
ObjectId(672b02ca9963410e8a06d8c1),television,k20
ObjectId(672b02ca9963410e8a06d8c2),television,ss2
ObjectId(672b02ca9963410e8a06d8c3),television,dj1
ObjectId(672b02ca9963410e8a06d8c4),television,boom
ObjectId(672b02ca9963410e8a06d8c5),television,ss2
ObjectId(672b02ca9963410e8a06d8c6),laptop,qw2
ObjectId(672b02ca9963410e8a06d8c7),television,dj1
ObjectId(672b02ca9963410e8a06d8c8),television,dj1
ObjectId(672b02ca9963410e8a06d8c9),television,boom
ObjectId(672b02ca9963410e8a06d8ca),television,ss2
ObjectId(672b02ca9963410e8a06d8cb),television,dj1
